"scientific_name","scientific_name_type","kingdom","establishment_means","is_invasive","occurrence_status","checklist.name","checklist.iso_countrycode_alpha3","accepted_name.species","accepted_name.kingdom","accepted_name.phylum","accepted_name.class","accepted_name.order","accepted_name.family","accepted_name.habitat","accepted_name"
"Indigofera glandulosa J.C.Wendl.","species","Plantae","alien","null","present","Australia","AUS","Indigofera glandulosa","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Corrigiola litoralis L.","species","Plantae","alien","null","present","Australia","AUS","Corrigiola litoralis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","[""terrestrial""]",
"Diplotaxis muralis DC.","species","Plantae","alien","null","present","Australia","AUS","Diplotaxis muralis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","[""terrestrial""]",
"Dromaius novaehollandiae (Latham, 1790)","species","Animalia","alien","null","present","Australia","AUS","Dromaius novaehollandiae","Animalia","Chordata","Aves","Casuariiformes","Dromaiidae","[""terrestrial""]",
"Carex flacca Schreb.","species","Plantae","alien","null","present","Australia","AUS","Carex flacca","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","[""terrestrial"",""freshwater""]",
"Cabomba caroliniana A.Gray","species","Plantae","alien","invasive","present","Australia","AUS","Cabomba caroliniana","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Cabombaceae","[""freshwater""]",
"Holcus annuus Salzm. ex C.A.Mey.","species","Plantae","alien","null","present","Australia","AUS","Holcus annuus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Malus pumila Mill.","species","Plantae","alien","null","present","Australia","AUS","Malus pumila","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","[""terrestrial""]",
"Teesdalia nudicaulis (L.) W.T.Aiton","species","Plantae","alien","null","present","Australia","AUS","Teesdalia nudicaulis","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Brassicaceae","[""terrestrial""]",
"Opuntia cardiosperma K.Schum.","species","Plantae","alien","invasive","present","Australia","AUS","Opuntia elata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","[""terrestrial""]",
"Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch","species","Plantae","alien","null","present","Australia","AUS","Oenothera lindheimeri","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","[""terrestrial""]",
"Malvastrum coromandelianum (L.) Garcke","species","Plantae","alien","null","present","Australia","AUS","Malvastrum coromandelianum","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
"Phalaris aquatica L.","species","Plantae","alien","null","present","Australia","AUS","Phalaris aquatica","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial"",""freshwater""]",
"Thecacera pennigera (Montagu, 1813)","species","Animalia","cryptogenic|uncertain","null","present","Australia","AUS","Thecacera pennigera","Animalia","Mollusca","Gastropoda","Nudibranchia","Polyceridae","[""marine""]",
"Gorteria personata L.","species","Plantae","alien","null","present","Australia","AUS","Gorteria personata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Peperomia pellucida Kunth","species","Plantae","alien","null","present","Australia","AUS","Peperomia pellucida","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","[""terrestrial""]",
"Wachendorfia paniculata Burm.","species","Plantae","alien","null","present","Australia","AUS","Wachendorfia paniculata","Plantae","Tracheophyta","Liliopsida","Commelinales","Haemodoraceae","[""terrestrial""]",
"Amaranthus hybridus L.","species","Plantae","alien","null","present","Australia","AUS","Amaranthus hybridus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Pinus pinaster Aiton","species","Plantae","alien","null","present","Australia","AUS","Pinus pinaster","Plantae","Tracheophyta","Pinopsida","Pinales","Pinaceae","[""terrestrial""]",
"Epiphyllum phyllanthus (L.) Haw.","species","Plantae","alien","null","present","Australia","AUS","Epiphyllum phyllanthus","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","[""terrestrial""]",
"Calibrachoa parviflora (Jussieu) D'Arcy","species","Plantae","alien","null","present","Australia","AUS","Calibrachoa parviflora","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","[""terrestrial""]",
"Myosotis discolor Pers.","species","Plantae","alien","null","present","Australia","AUS","Myosotis discolor","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","[""terrestrial""]",
"Anchusa officinalis L.","species","Plantae","alien","null","present","Australia","AUS","Anchusa officinalis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","[""terrestrial""]",
"Passiflora foetida L.","species","Plantae","alien","null","present","Australia","AUS","Passiflora foetida","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Passifloraceae","[""terrestrial""]",
"Aira praecox L.","species","Plantae","alien","null","present","Australia","AUS","Aira praecox","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Undaria pinnatifida (Harv.) Suringar","species","Chromista","alien","null","present","Australia","AUS","Undaria pinnatifida","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Alariaceae","[""marine""]",
"Melanoselinum decipiens (Schrader & Wendl.) Hoffm.","species","Plantae","alien","null","present","Australia","AUS","Daucus decipiens","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","[""terrestrial""]",
"Carex flagellifera Colenso","species","Plantae","alien","null","present","Australia","AUS","Carex flagellifera","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","[""terrestrial"",""freshwater""]",
"Euphorbia davidii R.Subils","species","Plantae","alien","null","present","Australia","AUS","Euphorbia davidii","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","[""terrestrial""]",
"Pereskia aculeata Mill.","species","Plantae","alien","null","present","Australia","AUS","Pereskia aculeata","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","[""terrestrial""]",
"Ficus pumila L.","species","Plantae","alien","null","present","Australia","AUS","Ficus pumila","Plantae","Tracheophyta","Magnoliopsida","Rosales","Moraceae","[""terrestrial""]",
"Tinca tinca (Linnaeus, 1758)","species","Animalia","alien","null","present","Australia","AUS","Tinca tinca","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","[""freshwater"",""brackish""]",
"Rhus glabra L.","species","Plantae","alien","null","present","Australia","AUS","Rhus glabra","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Anacardiaceae","[""terrestrial""]",
"Opuntia puberula Hort.Vindob. ex Pfeiff.","species","Plantae","alien","invasive","present","Australia","AUS","Opuntia puberula","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Cactaceae","[""terrestrial""]",
"Perotis indica (L.) Kuntze","species","Plantae","alien","null","present","Australia","AUS","Perotis indica","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Helianthus argophyllus Torr. & A.Gray","species","Plantae","alien","null","present","Australia","AUS","Helianthus argophyllus","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Bellardia trixago (L.) All.","species","Plantae","alien","null","present","Australia","AUS","Bellardia trixago","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","[""terrestrial""]",
"Verbascum blattaria L.","species","Plantae","alien","null","present","Australia","AUS","Verbascum blattaria","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","[""terrestrial""]",
"Setaria barbata (Lam.) Kunth","species","Plantae","alien","null","present","Australia","AUS","Setaria barbata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Plumularia setacea (Linnaeus, 1758)","species","Animalia","cryptogenic|uncertain","null","present","Australia","AUS","Plumularia setacea","Animalia","Cnidaria","Hydrozoa","Leptothecata","Plumulariidae","[""marine""]",
"Tritonia crocata Ker Gawl.","species","Plantae","alien","null","present","Australia","AUS","Tritonia crocata","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","[""terrestrial""]",
"Campanula rapunculoides L.","species","Plantae","alien","null","present","Australia","AUS","Campanula rapunculoides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Campanulaceae","[""terrestrial""]",
"Paracerceis sculpta (Holmes, 1904)","species","Animalia","alien","null","present","Australia","AUS","Paracerceis sculpta","Animalia","Arthropoda","Malacostraca","Isopoda","Sphaeromatidae","[""marine""]",
"Canavalia ensiformis (L.) DC.","species","Plantae","alien","null","present","Australia","AUS","Canavalia ensiformis","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Ampelodesmos mauritanicus (Poir.) T.Durand & Schinz","species","Plantae","alien","null","present","Australia","AUS","Ampelodesmos mauritanicus","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","[""terrestrial""]",
"Vicia tetrasperma (L.) Schreb.","species","Plantae","alien","null","present","Australia","AUS","Vicia tetrasperma","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Tiliqua rugosa (Gray, 1825)","species","Animalia","alien","null","present","Australia","AUS","Tiliqua rugosa","Animalia","Chordata","Reptilia","Squamata","Scincidae","[""terrestrial""]",
"Wasmannia auropunctata (Roger, 1863)","species","Animalia","alien","invasive","present","Australia","AUS","Wasmannia auropunctata","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","[""terrestrial""]",
"Asperula arvensis L.","species","Plantae","alien","null","present","Australia","AUS","Asperula arvensis","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Rubiaceae","[""terrestrial""]",
"Monolepis spathulata A.Gray","species","Plantae","alien","null","present","Australia","AUS","Blitum spathulatum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","[""terrestrial""]",
"Nymphaea odorata Aiton","species","Plantae","alien","null","present","Australia","AUS","Nymphaea odorata","Plantae","Tracheophyta","Magnoliopsida","Nymphaeales","Nymphaeaceae","[""freshwater""]",
"Pelargonium alchemilloides (L.) L'Her. ex Soland.","species","Plantae","alien","null","present","Australia","AUS","Pelargonium alchemilloides","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","[""terrestrial""]",
"Juniperus virginiana L.","species","Plantae","alien","null","present","Australia","AUS","Juniperus virginiana","Plantae","Tracheophyta","Pinopsida","Pinales","Cupressaceae","[""terrestrial""]",
"Cytisus scoparius subsp. scoparius","subspecies","Plantae","alien","null","present","Australia","AUS","Cytisus scoparius","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Oxalis lactea Hook.","species","Plantae","alien","null","present","Australia","AUS","Oxalis magellanica","Plantae","Tracheophyta","Magnoliopsida","Oxalidales","Oxalidaceae","[""terrestrial""]",
"Ligustrum vulgare L.","species","Plantae","alien","null","present","Australia","AUS","Syringa vulgaris","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Oleaceae","[""terrestrial""]",
"Pelargonium panduriforme Eckl. & Zeyh.","species","Plantae","alien","null","present","Australia","AUS","Pelargonium panduriforme","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","[""terrestrial""]",
"Datura leichhardtii F.Muell.","species","Plantae","alien","null","present","Australia","AUS","Datura leichhardtii","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","[""terrestrial""]",
"Cirsium arvense (L.) Scop.","species","Plantae","alien","null","present","Australia","AUS","Cirsium arvense","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Acentrogobius pflaumii (Bleeker, 1853)","species","Animalia","alien","invasive","present","Australia","AUS","Acentrogobius pflaumii","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","[""brackish"",""marine""]",
"Geranium sibiricum L.","species","Plantae","alien","null","present","Australia","AUS","Geranium sibiricum","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae","[""terrestrial""]",
"Hypericum grandifolium Choisy","species","Plantae","alien","null","present","Australia","AUS","Hypericum grandifolium","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Hypericaceae","[""terrestrial""]",
"Furcraea foetida Haw.","species","Plantae","alien","null","present","Australia","AUS","Furcraea foetida","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","[""terrestrial""]",
"Trifolium spumosum L.","species","Plantae","alien","null","present","Australia","AUS","Trifolium spumosum","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Reseda odorata L.","species","Plantae","alien","null","present","Australia","AUS","Reseda odorata","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Resedaceae","[""terrestrial""]",
"Eryngium pandanifolium Cham. & Schltdl.","species","Plantae","alien","null","present","Australia","AUS","Eryngium pandanifolium","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","[""terrestrial""]",
"Cirolana harfordi (Lockington, 1877)","species","Animalia","alien","null","present","Australia","AUS","Cirolana harfordi","Animalia","Arthropoda","Malacostraca","Isopoda","Cirolanidae","[""marine""]",
"Spergularia levis Cambess.","species","Plantae","alien","null","present","Australia","AUS","Spergula levis","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","[""terrestrial""]",
"Malva moschata L.","species","Plantae","alien","null","present","Australia","AUS","Malva moschata","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","[""terrestrial""]",
"Emilia sonchifolia (L.) DC. ex Wight","species","Plantae","alien","null","present","Australia","AUS","Emilia sonchifolia","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","[""terrestrial""]",
"Koelreuteria elegans (Seem.) A.C.Sm.","species","Plantae","alien","null","present","Australia","AUS","Koelreuteria elegans","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Sapindaceae","[""terrestrial""]",
"Geissorhiza aspera Goldblatt","species","Plantae","alien","null","present","Australia","AUS","Geissorhiza aspera","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","[""terrestrial""]",
"Pueraria montana var. lobata (Willd.) Maesen & S.M.Almeida ex Sanjappa & Predeep","variety","Plantae","alien","null","present","Australia","AUS","Pueraria montana","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","[""terrestrial""]",
"Romulea bulbocodium Sebast. & Mauri","species","Plantae","alien","null","present","Australia","AUS","Romulea bulbocodium","Plantae","Tracheophyta","Liliopsida","Asparagales","Iridaceae","[""terrestrial""]",
"Linaria maroccana Hook.f.","species","Plantae","alien","null","present","Australia","AUS","Linaria maroccana","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Plantaginaceae","[""terrestrial""]",
"Carex albula Allan","species","Plantae","alien","null","present","Australia","AUS","Carex albula","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","[""terrestrial"",""freshwater""]",
"Fagopyrum esculentum Moench","species","Plantae","alien","null","present","Australia","AUS","Fagopyrum esculentum","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","[""terrestrial""]",
"Verbascum virgatum Stokes","species","Plantae","alien","null","present","Australia","AUS","Verbascum virgatum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","[""terrestrial""]",
